session_id,account_id,station_id,connector_type,zone,started_at,initiated_via,status,start_soc_pct,ambient_temp_c,grid_load_index,energy_kwh,duration_mins,amount_inr,rating,error_code
VG-SES-026056,VG-ACC-01598,VG-ST-012,CCS2,Gachibowli,2025-08-20 09:00,RFID,Completed,32.5,36.6,0.622,0.96,92.0,21,2.0,
VG-SES-026057,VG-ACC-00708,VG-ST-007,Type2 AC,Gachibowli,2025-11-17 15:45, App,Completed,31.6,30.8,0.559,7.3,138.0,88,5.0,
VG-SES-026058,VG-ACC-00017,VG-ST-006,CHAdeMO,Madhapur,2025-05-29 12:15,Walk-Up,Completed,53.4,39.2,0.578,2.76,60.0,72,2.0,
VG-SES-026059,VG-ACC-00804,VG-ST-014,Type2 AC,Secunderabad,2025-07-21 06:15,RFID,Completed,46.0,33.1,0.628,4.42,563.0,53,4.0,
VG-SES-026060,VG-ACC-01708,VG-ST-012,CCS2,Gachibowli,2025-05-03 09:30,App,Completed,27.8,33.6,0.647,0.83,127.0,18,3.0,
VG-SES-026061,VG-ACC-01058,VG-ST-005,CCS2,Uppal,2025-07-14 06:45,RFID,Completed,21.2,29.2,0.597,0.77,58.0,20,3.0,
VG-SES-026062,VG-ACC-01781,VG-ST-018,Type2 AC,Kukatpally,2025-03-23 01:30,RFID,Completed,65.3,17.7,0.409,,672.0,,4.0,
VG-SES-026063,VG-ACC-00176,VG-ST-014,Type2 AC,Secunderabad,2025-03-21 23:45,App,Completed,18.6,18.1,0.637,25.55,426.0,307,1.0,
VG-SES-026064,VG-ACC-00644,VG-ST-012,CCS2,Gachibowli,2025-09-11 11:30,RFID,Interrupted,54.4,34.9,0.543,1.91,151.0,42,,
VG-SES-026065,VG-ACC-00595,VG-ST-005,CCS2,Uppal,2025-08-09 20:30,walk-up,Completed,38.7,35.7,0.725,35.9,24.0,933,5.0,
VG-SES-026066,VG-ACC-00161,VG-ST-006,CHAdeMO,Madhapur,2025-09-17 08:00, App,Completed,50.8,28.0,0.56,17.51,40.0,455,1.0,
VG-SES-026067,VG-ACC-01618,VG-ST-013,Bharat AC-001,Kukatpally,2025-08-27 20:45,App,Interrupted,27.1,33.3,0.762,0.17,566.0,2,,
VG-SES-026068,VG-ACC-00526,VG-ST-002,CHAdeMO,Gachibowli,2025-04-30 12:30,App,Completed,19.8,35.0,0.606,36.47,34.0,948,2.0,
VG-SES-026069,VG-ACC-01182,VG-ST-018,Type2 AC,Kukatpally,2025-09-16 22:00,RFID,Completed,32.5,26.5,0.723,18.85,315.0,226,1.0,
VG-SES-026070,VG-ACC-02477,VG-ST-015,Bharat AC-001,Uppal,2025-03-13 23:00,walk-up,Interrupted,35.2,21.5,0.646,2.78,384.0,33,,
VG-SES-026071,VG-ACC-00619,VG-ST-006,CHAdeMO,Madhapur,2025-01-02 22:15,App,Completed,32.9,20.2,0.718,,26.0,,4.0,
VG-SES-026072,VG-ACC-00487,VG-ST-011,Type2 AC,Madhapur,2025-03-14 15:00,App,Completed,52.2,28.7,0.537,2.91,110.0,64,1.0,
VG-SES-026073,VG-ACC-02328,VG-ST-001,CCS2,Madhapur,2025-08-15 22:30,Walk-Up,Completed,47.3,33.0,0.619,0.27,24.0,7,2.0,
VG-SES-026074,VG-ACC-00894,VG-ST-005,CCS2,Uppal,2025-08-07 18:45,RFID,Completed,60.4,41.8,0.754,6.16,32.0,160,4.0,
VG-SES-026075,VG-ACC-00739,VG-ST-001,CCS2,Madhapur,2025-08-31 06:30,Walk-Up,Completed,24.1,27.6,0.531,0.27,28.0,7,4.0,
VG-SES-026076,VG-ACC-01800,VG-ST-005,CCS2,Uppal,2025-09-12 12:00,App,Completed,51.8,37.9,0.505,1.68,38.0,44,2.0,
VG-SES-026077,VG-ACC-00324,VG-ST-017,Bharat AC-001,Gachibowli,2025-03-14 22:00,app,Completed,43.6,20.2,0.614,135.85,404.0,1630,3.0,
VG-SES-026078,VG-ACC-00946,VG-ST-017,Bharat AC-001,Gachibowli,2025-09-17 00:00,RFID,Completed,29.9,25.4,0.479,0.81,319.0,10,1.0,
VG-SES-026079,VG-ACC-00499,VG-ST-012,CCS2,Gachibowli,2025-06-05 11:30,App,Interrupted,25.1,34.6,0.559,0.68,141.0,15,,
VG-SES-026080,VG-ACC-02230,VG-ST-003,CCS2,Kukatpally,2025-10-15 06:30,APP,Completed,35.8,26.1,0.615,7.76,21.0,202,5.0,
VG-SES-026081,VG-ACC-00742,VG-ST-006,CHAdeMO,Madhapur,2025-01-08 06:45,Walk-Up,Completed,12.0,16.2,0.492,0.7,28.0,18,1.0,
VG-SES-026082,VG-ACC-01418,VG-ST-008,CCS2,Kukatpally,2025-09-06 14:45,app,Completed,56.5,36.5,0.522,95.92,169.0,2110,1.0,
VG-SES-026083,VG-ACC-01307,VG-ST-004,GB/T,Secunderabad,2025-08-16 11:30,RFID,Completed,30.0,39.4,0.583,0.87,53.0,23,5.0,
VG-SES-026084,VG-ACC-01232,VG-ST-012,CCS2,Gachibowli,2025-06-10 11:15,RFID ,Completed,63.9,37.9,0.579,7.42,221.0,163,1.0,
VG-SES-026085,VG-ACC-00166,VG-ST-012,CCS2,Gachibowli,2025-10-15 15:15,RFID,Completed,36.1,32.2,0.588,1.15,77.0,25,2.0,
VG-SES-026086,VG-ACC-00657,VG-ST-008,CCS2,Kukatpally,2025-03-30 09:45,APP,Interrupted,10.1,26.2,0.542,1.32,206.0,Rs.29,,
VG-SES-026087,VG-ACC-02138,VG-ST-011,Type2 AC,Madhapur,2025-05-02 17:30,App,Completed,51.6,35.3,0.72,28.64,98.0,630,4.0,
VG-SES-026088,VG-ACC-01371,VG-ST-014,Type2 AC,Secunderabad,2025-05-04 00:00,Walk-Up,Completed,10.5,29.5,0.429,,309.0,,2.0,
VG-SES-026089,VG-ACC-02194,VG-ST-014,Type2 AC,Secunderabad,2025-06-08 23:30,RFID ,Completed,60.7,34.0,0.56,3.08,713.0,37,4.0,
VG-SES-026090,VG-ACC-01399,VG-ST-016,Type2 AC,Madhapur,2025-04-04 22:15,RFID ,Completed,43.1,29.7,0.735,3.57,334.0,43,4.0,
VG-SES-026091,VG-ACC-00796,VG-ST-014,Type2 AC,Secunderabad,2025-08-13 00:45,RFID,Completed,15.2,33.0,0.498,4.38,401.0,53,2.0,
VG-SES-026092,VG-ACC-00864,VG-ST-011,Type2 AC,Madhapur,2025-02-02 10:15,RFID,Completed,59.1,21.5,0.584,25.87,241.0,569,2.0,
VG-SES-026093,VG-ACC-01939,VG-ST-017,Bharat AC-001,Gachibowli,2025-01-11 06:00,RFID,Completed,31.2,14.9,0.507,4.28,189.0,51,3.0,
VG-SES-026094,VG-ACC-00595,VG-ST-001,CCS2,Madhapur,2025-02-17 07:00,Walk-Up,Completed,62.5,20.6,0.577,20.04,15.0,521,3.0,
VG-SES-026095,VG-ACC-01500,VG-ST-003,CCS2,Kukatpally,,Walk-Up,Completed,72.2,30.1,0.536,54.37,54.0,1414,4.0,
VG-SES-026096,VG-ACC-02340,VG-ST-014,Type2 AC,Secunderabad,2025-01-05 19:00,Walk-Up,Completed,70.6,20.8,0.778,2.9,532.0,35,2.0,
VG-SES-026097,VG-ACC-02114,VG-ST-016,Type2 AC,Madhapur,2025-07-29 23:15, App,Interrupted,20.5,35.0,0.61,6.23,212.0,Rs.75,,
VG-SES-026098,VG-ACC-00969,VG-ST-004,GB/T,Secunderabad,2025-03-06 13:45,RFID,Completed,33.4,27.0,0.588,0.7,45.0,18,,
VG-SES-026099,VG-ACC-00693,VG-ST-015,Bharat AC-001,Uppal,2025-09-07 22:15,RFID,Completed,21.5,29.7,0.661,144.48,636.0,1734,1.0,
VG-SES-026100,VG-ACC-01555,VG-ST-004,GB/T,Secunderabad,2025-10-03 11:15,Walk-Up,Completed,30.0,32.6,0.546,0.74,21.0,19,1.0,
VG-SES-026101,VG-ACC-01526,VG-ST-006,CHAdeMO,Madhapur,2025-10-08 06:00,Walk-Up,Completed,33.2,24.8,0.562,0.44,26.0,11,2.0,
VG-SES-026102,VG-ACC-01807,VG-ST-015,Bharat AC-001,Uppal,2025-06-27 05:00, App,Completed,55.9,33.6,0.519,13.43,256.0,Rs.161,4.0,
VG-SES-026103,VG-ACC-00182,VG-ST-007,Type2 AC,Gachibowli,2025-06-25 11:30,RFID,Completed,35.5,36.6,0.586,1.76,280.0,21,5.0,
VG-SES-026104,VG-ACC-01350,VG-ST-008,CCS2,Kukatpally,2025-05-09 11:00,App,Failed,41.3,32.3,0.576,,,,,E-THERMAL
VG-SES-026105,VG-ACC-00024,VG-ST-008,CCS2,Kukatpally,2025-02-13 13:00,App,Completed,32.6,23.8,0.565,18.59,143.0,Rs.409,3.0,
VG-SES-026106,VG-ACC-02478,VG-ST-012,CCS2,Gachibowli,2025-03-20 11:45,rfid,Completed,37.6,32.0,0.617,1.4,99.0,31,5.0,
VG-SES-026107,VG-ACC-02187,VG-ST-008,CCS2,Kukatpally,2025-03-24 11:45,RFID,Completed,42.0,31.9,0.594,1.44,137.0,32,4.0,
VG-SES-026108,VG-ACC-01850,VG-ST-006,CHAdeMO,Madhapur,2025-07-14 22:45,RFID,Completed,38.1,31.0,0.656,0.91,54.0,24,3.0,
VG-SES-026109,VG-ACC-00737,VG-ST-006,CHAdeMO,Madhapur,2025-01-06 21:45,RFID,Failed,21.0,18.1,0.758,,,,,E-OVERCURRENT
VG-SES-026110,VG-ACC-01866,VG-ST-003,CCS2,Kukatpally,2025-11-18 19:45,RFID,Completed,38.0,25.2,0.722,12.28,36.0,319,2.0,
VG-SES-026111,VG-ACC-01114,VG-ST-013,Bharat AC-001,Kukatpally,2025-02-08 00:15,Walk-Up,Completed,27.9,17.3,0.432,5.39,360.0,65,3.0,
VG-SES-026112,VG-ACC-01623,VG-ST-007,Type2 AC,Gachibowli,2025-04-25 08:15,App,Completed,53.6,29.9,0.562,20.7,104.0,248,5.0,
VG-SES-026113,VG-ACC-00580,VG-ST-015,Bharat AC-001,Uppal,2025-04-20 20:00,App,Completed,64.6,31.6,0.702,15.68,481.0,188,4.0,
VG-SES-026114,VG-ACC-01187,VG-ST-006,CHAdeMO,Madhapur,2025-10-07 06:15,RFID,Completed,58.5,24.0,0.529,0.32,33.0,8,4.0,
VG-SES-026115,VG-ACC-02193,VG-ST-018,Type2 AC,Kukatpally,2025-07-26 22:00,Walk-Up,Completed,49.7,35.0,0.563,75.01,343.0,900,2.0,
VG-SES-026116,VG-ACC-00475,VG-ST-010,Bharat DC-001,Uppal,2025-11-06 09:45,walk-up,Completed,43.9,23.2,0.717,9.26,164.0,111,,
VG-SES-026117,VG-ACC-00962,VG-ST-007,Type2 AC,Gachibowli,2025-10-28 09:30,RFID,Completed,45.1,28.0,0.689,1.72,150.0,21,2.0,
VG-SES-026118,VG-ACC-00729,VG-ST-014,Type2 AC,Secunderabad,2025-09-17 23:30,rfid,Interrupted,72.0,31.2,0.607,0.13,356.0,2,,
VG-SES-026119,VG-ACC-00448,VG-ST-003,CCS2,Kukatpally,2025-02-18 13:45,APP,Completed,15.5,21.6,0.575,11.29,31.0,294,3.0,
VG-SES-026120,VG-ACC-00994,VG-ST-007,Type2 AC,Gachibowli,2025-07-15 10:45,Walk-Up,Interrupted,51.9,35.0,0.654,2.09,126.0,25,,
VG-SES-026121,VG-ACC-01520,VG-ST-004,GB/T,Secunderabad,2025-07-17 18:00,RFID,Failed,59.9,41.5,0.751,,,,,E-AUTH
VG-SES-026122,VG-ACC-00137,VG-ST-001,CCS2,Madhapur,2025-04-10 13:45,RFID,Completed,77.0,31.0,0.528,0.49,43.0,13,5.0,
VG-SES-026123,VG-ACC-00514,VG-ST-001,CCS2,Madhapur,2025-01-13 22:00,Walk-Up,Completed,64.2,18.3,0.769,6.23,55.0,162,1.0,
VG-SES-026124,VG-ACC-02043,VG-ST-002,CHAdeMO,Gachibowli,2025-01-12 22:45,RFID,Completed,26.1,17.4,0.694,27.22,19.0,708,4.0,
VG-SES-026125,VG-ACC-00652,VG-ST-001,CCS2,Madhapur,2025-05-07 07:45,rfid,Completed,23.2,25.3,0.639,0.33,22.0,9,3.0,
VG-SES-026126,VG-ACC-00840,VG-ST-005,CCS2,Uppal,2025-09-01 06:45,App,Completed,24.5,29.5,0.618,8.08,24.0,210,5.0,
VG-SES-026127,VG-ACC-01682,VG-ST-014,Type2 AC,Secunderabad,2025-02-25 05:45,rfid,Completed,13.4,18.6,0.508,15.01,589.0,180,2.0,
VG-SES-026128,VG-ACC-01867,VG-ST-008,CCS2,Kukatpally,2025-11-12 16:45,app,Completed,43.9,30.3,0.668,,282.0,,,
VG-SES-026129,VG-ACC-02399,VG-ST-007,Type2 AC,Gachibowli,2025-04-05 17:45,walk-up,Completed,30.7,32.1,0.556,0.95,166.0,Rs.11,3.0,
VG-SES-026130,VG-ACC-00398,VG-ST-001,CCS2,Madhapur,2025-08-16 18:45,Walk-Up,Completed,27.9,38.6,0.681,0.32,30.0,8,1.0,
VG-SES-026131,VG-ACC-01888,VG-ST-004,GB/T,Secunderabad,2025-01-17 06:45,RFID,Completed,30.3,18.5,0.578,,13.0,,5.0,
VG-SES-026132,VG-ACC-01810,VG-ST-013,Bharat AC-001,Kukatpally,2025-01-12 22:15,Walk-Up,Completed,54.3,17.1,0.573,4.37,449.0,52,5.0,
VG-SES-026133,VG-ACC-00311,VG-ST-017,Bharat AC-001,Gachibowli,2025-06-16 20:00,App,Completed,17.5,35.5,0.802,21.83,432.0,262,4.0,
VG-SES-026134,VG-ACC-02192,VG-ST-003,CCS2,Kukatpally,2025-02-16 12:45,App,Completed,40.3,26.3,0.594,0.52,42.0,Rs.14,5.0,
VG-SES-026135,VG-ACC-00782,VG-ST-014,Type2 AC,Secunderabad,2025-07-29 00:45,Walk-Up,Completed,68.3,32.7,0.445,,511.0,,1.0,
VG-SES-026136,VG-ACC-01058,VG-ST-017,Bharat AC-001,Gachibowli,2025-05-10 23:30,rfid,Completed,69.8,33.9,0.598,0.84,388.0,10,4.0,
VG-SES-026137,VG-ACC-01991,VG-ST-014,Type2 AC,Secunderabad,2025-03-18 21:00,App,Completed,48.3,24.1,0.83,1.72,500.0,21,2.0,
VG-SES-026138,VG-ACC-01310,VG-ST-010,Bharat DC-001,Uppal,2025-11-23 11:45,Walk-Up,Completed,36.1,27.5,0.512,1.79,159.0,21,4.0,
VG-SES-026139,VG-ACC-00688,VG-ST-012,CCS2,Gachibowli,2025-05-11 11:00,RFID ,Interrupted,52.9,35.5,0.64,0.7,157.0,15,,
VG-SES-026140,VG-ACC-00805,VG-ST-018,Type2 AC,Kukatpally,2025-01-29 23:15,RFID,Completed,22.3,19.0,0.638,1.46,305.0,Rs.18,3.0,
VG-SES-026141,VG-ACC-01851,VG-ST-007,Type2 AC,Gachibowli,2025-02-16 09:00,walk-up,Completed,43.7,26.0,0.626,2.17,76.0,26,4.0,
VG-SES-026142,VG-ACC-00459,VG-ST-010,Bharat DC-001,Uppal,2025-04-15 17:45,App,Completed,22.9,29.5,0.742,4.32,111.0,52,5.0,
VG-SES-026143,VG-ACC-01180,VG-ST-012,CCS2,Gachibowli,2025-06-14 15:00,Walk-Up,Completed,70.4,38.8,0.513,5.54,108.0,122,2.0,
VG-SES-026144,VG-ACC-01869,VG-ST-009,Type2 AC,Secunderabad,2025-07-02 08:15,RFID,Completed,51.7,31.7,0.643,0.99,157.0,12,1.0,
VG-SES-026145,VG-ACC-02212,VG-ST-016,Type2 AC,Madhapur,2025-05-28 21:45,Walk-Up,Completed,52.4,34.5,0.86,19.78,313.0,237,4.0,
VG-SES-026146,VG-ACC-02066,VG-ST-016,Type2 AC,Madhapur,2025-02-06 21:30,RFID,Completed,38.2,20.7,0.743,,362.0,,3.0,
VG-SES-026147,VG-ACC-00898,VG-ST-004,GB/T,Secunderabad,2025-03-27 07:00,App,Interrupted,39.1,24.8,0.585,3.39,17.0,88,,
VG-SES-026148,VG-ACC-00497,VG-ST-011,Type2 AC,Madhapur,2025-02-08 10:45,App,Completed,33.1,21.5,0.587,1.25,111.0,28,4.0,
VG-SES-026149,VG-ACC-02337,VG-ST-018,Type2 AC,Kukatpally,2025-06-20 06:15,app,Completed,34.8,33.3,0.574,3.83,662.0,46,2.0,
VG-SES-026150,VG-ACC-01494,VG-ST-008,CCS2,Kukatpally,2025-01-23 14:45,Walk-Up,Failed,68.0,22.7,0.545,,,,,E-COMM-TIMEOUT
VG-SES-026151,VG-ACC-01019,VG-ST-005,CCS2,Uppal,2025-09-13 11:15,walk-up,Completed,51.0,35.8,0.603,0.31,28.0,8,5.0,
VG-SES-026152,VG-ACC-02255,VG-ST-007,Type2 AC,Gachibowli,2025-06-15 15:30,app,Interrupted,38.3,34.7,0.494,1.21,225.0,15,,
VG-SES-026153,VG-ACC-01816,VG-ST-015,Bharat AC-001,Uppal,2025-04-05 19:30,RFID,Completed,20.1,32.8,0.764,1.25,131.0,15,3.0,
VG-SES-026154,VG-ACC-01192,VG-ST-014,Type2 AC,Secunderabad,2025-04-05 21:15,RFID,Failed,37.2,27.5,0.725,,,,,E-OVERCURRENT
VG-SES-026155,VG-ACC-00488,VG-ST-014,Type2 AC,Secunderabad,2025-01-13 23:45,Walk-Up,Completed,65.9,17.0,0.585,21.75,262.0,261,1.0,
VG-SES-026156,VG-ACC-00205,VG-ST-007,Type2 AC,Gachibowli,2025-01-14 16:45,Walk-Up,Interrupted,48.2,25.7,0.625,4.01,280.0,48,,
VG-SES-026157,VG-ACC-01327,VG-ST-013,Bharat AC-001,Kukatpally,2025-08-05 23:30,App,Completed,9.3,33.0,0.54,71.7,158.0,860,4.0,
VG-SES-026158,VG-ACC-00287,VG-ST-014,Type2 AC,Secunderabad,2025-06-15 19:00,App,Interrupted,23.2,35.3,0.745,5.61,409.0,67,,
VG-SES-026159,VG-ACC-00776,VG-ST-004,GB/T,Secunderabad,2025-02-11 18:45,RFID,Failed,43.6,26.0,0.77,,,,,E-COMM-TIMEOUT
VG-SES-026160,VG-ACC-01704,VG-ST-015,Bharat AC-001,Uppal,2025-08-30 23:45,Walk-Up,Completed,66.8,28.9,0.511,0.61,670.0,7,2.0,
VG-SES-026161,VG-ACC-00032,VG-ST-005,CCS2,Uppal,2025-11-16 13:00, App,Completed,23.4,26.4,0.512,0.33,30.0,9,4.0,
VG-SES-026162,VG-ACC-02474,VG-ST-008,CCS2,Kukatpally,2025-08-09 15:30,Walk-Up,Completed,56.6,40.1,0.47,1.65,130.0,36,2.0,
VG-SES-026163,VG-ACC-01094,VG-ST-007,Type2 AC,Gachibowli,2025-10-19 13:45,App,Completed,40.7,30.6,0.464,,265.0,,5.0,
VG-SES-026164,VG-ACC-02176,VG-ST-016,Type2 AC,Madhapur,2025-08-14 21:00,Walk-Up,Completed,51.7,32.8,0.777,1.77,630.0,21,2.0,
VG-SES-026165,VG-ACC-00432,VG-ST-003,CCS2,Kukatpally,2025-11-02 22:30,Walk-Up,Completed,54.7,25.4,0.655,29.12,82.0,757,5.0,
VG-SES-026166,VG-ACC-01152,VG-ST-003,CCS2,Kukatpally,2025-07-01 20:00,RFID,Completed,55.4,32.3,0.861,0.41,30.0,11,5.0,
VG-SES-026167,VG-ACC-02397,VG-ST-002,CHAdeMO,Gachibowli,2025-09-26 19:45,RFID,Completed,19.5,28.4,0.799,1.13,33.0,29,2.0,
VG-SES-026168,VG-ACC-01581,VG-ST-015,Bharat AC-001,Uppal,2025-09-15 06:15,App,Completed,44.2,24.4,0.616,17.55,524.0,211,3.0,
VG-SES-026169,VG-ACC-02022,VG-ST-002,CHAdeMO,Gachibowli,2025-04-20 08:45,App,Failed,31.8,27.8,0.509,,,,,E-GND-FAULT
VG-SES-026170,VG-ACC-01713,VG-ST-011,Type2 AC,Madhapur,2025-01-21 08:30,RFID,Completed,32.2,18.0,0.634,223.79,334.0,4923,4.0,
VG-SES-026171,VG-ACC-01849,VG-ST-001,CCS2,Madhapur,2025-05-20 12:45,Walk-Up,Completed,56.9,37.0,0.602,13.73,37.0,357,4.0,
VG-SES-026172,VG-ACC-00911,VG-ST-008,CCS2,Kukatpally,2025-03-04 10:15,Walk-Up,Interrupted,29.8,23.1,0.626,0.33,138.0,7,,
VG-SES-026173,VG-ACC-01134,VG-ST-003,CCS2,Kukatpally,2025-10-15 21:15,RFID,Completed,38.2,32.0,0.692,4.09,16.0,106,1.0,
VG-SES-026174,VG-ACC-00124,VG-ST-002,CHAdeMO,Gachibowli,2025-08-21 20:15,Walk-Up,Failed,49.5,32.6,0.798,,,,,E-GND-FAULT
VG-SES-026175,VG-ACC-00648,VG-ST-013,Bharat AC-001,Kukatpally,2025-10-22 06:15,RFID,Completed,77.7,23.8,0.531,11.62,547.0,139,1.0,
VG-SES-026176,VG-ACC-00162,VG-ST-013,Bharat AC-001,Kukatpally,2025-04-21 22:30,APP,Completed,39.7,27.8,0.659,10.46,303.0,126,1.0,
VG-SES-026177,VG-ACC-00811,VG-ST-004,GB/T,Secunderabad,2025-06-29 11:45,Walk-Up,Completed,56.2,38.4,0.531,19.04,56.0,495,2.0,
VG-SES-026178,VG-ACC-01815,VG-ST-001,CCS2,Madhapur,2025-03-20 19:45,RFID,Failed,75.7,28.4,0.759,,,,,E-COMM-TIMEOUT
VG-SES-026179,VG-ACC-00511,VG-ST-002,CHAdeMO,Gachibowli,2025-06-07 11:30,RFID,Interrupted,48.9,35.2,0.491,5.14,35.0,134,,
VG-SES-026180,VG-ACC-01197,VG-ST-007,Type2 AC,Gachibowli,2025-01-09 16:00,Walk-Up,Completed,65.6,25.6,0.591,,108.0,,3.0,
VG-SES-026181,VG-ACC-01380,VG-ST-012,CCS2,Gachibowli,2025-04-26 08:45,Walk-Up,Completed,52.2,26.9,0.607,19.34,124.0,425,1.0,
VG-SES-026182,VG-ACC-00410,VG-ST-011,Type2 AC,Madhapur,2025-10-14 11:00,RFID,Completed,61.7,30.9,0.552,20.42,128.0,449,3.0,
VG-SES-026183,VG-ACC-02029,VG-ST-013,Bharat AC-001,Kukatpally,2025-07-23 19:30,app,Failed,58.9,36.5,0.873,,,,,E-THERMAL
VG-SES-026184,VG-ACC-01929,VG-ST-013,Bharat AC-001,Kukatpally,2025-10-04 02:30, App,Completed,57.8,24.8,0.436,0.78,301.0,9,1.0,
VG-SES-026185,VG-ACC-00469,VG-ST-010,Bharat DC-001,Uppal,2025-09-11 09:00,Walk-Up,Completed,45.9,30.9,0.682,1.95,143.0,Rs.23,5.0,
VG-SES-026186,VG-ACC-00091,VG-ST-015,Bharat AC-001,Uppal,2025-01-20 02:30,RFID,Completed,53.0,14.9,0.529,0.75,156.0,9,2.0,
VG-SES-026187,VG-ACC-00012,VG-ST-018,Type2 AC,Kukatpally,2025-06-08 05:15,App,Completed,44.7,29.7,0.591,20.12,729.0,241,,
VG-SES-026188,VG-ACC-00733,VG-ST-017,Bharat AC-001,Gachibowli,2025-04-11 23:30,RFID,Completed,12.3,23.2,0.571,2.64,512.0,32,3.0,
VG-SES-026189,VG-ACC-00315,VG-ST-014,Type2 AC,Secunderabad,2025-02-09 20:00,walk-up,Interrupted,43.9,22.8,0.786,4.69,471.0,56,,
VG-SES-026190,VG-ACC-00044,VG-ST-014,Type2 AC,Secunderabad,2025-03-12 21:45,RFID,Completed,26.1,22.2,0.84,6.1,346.0,73,2.0,
VG-SES-026191,VG-ACC-01153,VG-ST-002,CHAdeMO,Gachibowli,2025-01-04 19:15,walk-up,Completed,55.2,21.4,0.779,0.38,29.0,10,4.0,
VG-SES-026192,VG-ACC-01313,VG-ST-007,Type2 AC,Gachibowli,2025-03-10 09:45,app,Completed,21.0,24.4,0.581,19.69,349.0,236,1.0,
VG-SES-026193,VG-ACC-00047,VG-ST-007,Type2 AC,Gachibowli,2025-08-11 08:00,App,Completed,39.0,32.4,0.646,31.07,102.0,373,5.0,
VG-SES-026194,VG-ACC-01497,VG-ST-013,Bharat AC-001,Kukatpally,2025-03-27 20:30,RFID,Completed,34.0,29.5,0.784,25.42,308.0,305,2.0,
VG-SES-026195,VG-ACC-01009,VG-ST-010,Bharat DC-001,Uppal,2025-08-28 11:30,Walk-Up,Interrupted,25.1,37.1,0.577,9.05,143.0,109,,
VG-SES-026196,VG-ACC-00501,VG-ST-009,Type2 AC,Secunderabad,2025-04-09 08:45,APP,Interrupted,53.8,28.4,0.71,0.33,313.0,4,,
VG-SES-026197,VG-ACC-00278,VG-ST-007,Type2 AC,Gachibowli,2025-01-18 09:30,app,Completed,31.6,19.6,0.622,14.19,136.0,170,2.0,
VG-SES-026198,VG-ACC-01898,VG-ST-011,Type2 AC,Madhapur,2025-08-22 11:45,Walk-Up,Completed,14.3,37.8,0.569,1.93,260.0,42,5.0,
VG-SES-026199,VG-ACC-00270,VG-ST-017,Bharat AC-001,Gachibowli,2025-02-24 21:30,RFID,Failed,11.6,23.0,0.848,,,,,E-COMM-TIMEOUT
VG-SES-026200,VG-ACC-00502,VG-ST-013,Bharat AC-001,Kukatpally,2025-11-17 21:45,walk-up,Completed,22.7,27.2,0.707,,779.0,,,
VG-SES-026201,VG-ACC-01782,VG-ST-007,Type2 AC,Gachibowli,2025-05-22 16:15,rfid,Completed,43.5,34.1,0.597,23.81,112.0,286,3.0,
VG-SES-026202,VG-ACC-01575,VG-ST-012,CCS2,Gachibowli,2025-01-15 15:45,RFID,Completed,67.0,24.5,0.598,64.96,156.0,1429,5.0,
VG-SES-026203,VG-ACC-02499,VG-ST-011,Type2 AC,Madhapur,2025-03-20 13:30,app,Completed,38.9,30.2,0.664,1.32,102.0,29,2.0,
VG-SES-026204,VG-ACC-00102,VG-ST-016,Type2 AC,Madhapur,2025-04-17 06:30,app,Completed,13.8,23.2,0.591,37.3,330.0,448,,
VG-SES-026205,VG-ACC-00487,VG-ST-016,Type2 AC,Madhapur,2025-06-14 23:15,App,Completed,31.1,31.3,0.603,2.99,596.0,36,1.0,
VG-SES-026206,VG-ACC-01655,VG-ST-001,CCS2,Madhapur,2025-08-09 13:30,walk-up,Failed,8.2,40.6,0.582,,,,,E-GND-FAULT
VG-SES-026207,VG-ACC-00574,VG-ST-003,CCS2,Kukatpally,2025-04-15 07:30,App,Completed,30.9,24.5,0.598,1.95,41.0,51,4.0,
VG-SES-026208,VG-ACC-00953,VG-ST-002,CHAdeMO,Gachibowli,2025-04-11 13:00,App,Completed,29.2,32.9,0.535,0.71,50.0,18,2.0,
VG-SES-026209,VG-ACC-00742,VG-ST-001,CCS2,Madhapur,2025-11-03 20:45,Walk-Up,Completed,68.1,27.0,0.842,0.57,22.0,15,1.0,
VG-SES-026210,VG-ACC-02021,VG-ST-018,Type2 AC,Kukatpally,2025-03-05 21:15,App,Completed,23.1,24.3,0.792,23.06,106.0,277,3.0,
VG-SES-026211,VG-ACC-01963,VG-ST-003,CCS2,Kukatpally,2025-08-30 11:45, App,Completed,59.4,37.1,0.492,6.59,19.0,171,3.0,
VG-SES-026212,VG-ACC-02015,VG-ST-016,Type2 AC,Madhapur,2025-02-25 05:00,App,Completed,12.6,18.0,0.511,1.14,291.0,14,1.0,
VG-SES-026213,VG-ACC-01265,VG-ST-013,Bharat AC-001,Kukatpally,2025-03-28 20:45,app,Interrupted,14.6,28.0,0.85,1.61,252.0,19,,
VG-SES-026214,VG-ACC-01220,VG-ST-014,Type2 AC,Secunderabad,2025-07-17 00:30,APP,Completed,43.6,36.6,0.482,4.41,330.0,53,2.0,
VG-SES-026215,VG-ACC-01427,VG-ST-009,Type2 AC,Secunderabad,2025-02-02 17:00,RFID,Completed,40.3,24.1,0.581,1.51,255.0,18,2.0,
VG-SES-026216,VG-ACC-00169,VG-ST-015,Bharat AC-001,Uppal,2025-02-19 23:45,Walk-Up,Completed,33.9,21.8,0.584,0.48,341.0,6,4.0,
